Year,YearMonth,Segment,Ship Mode,Product ID,Product Name,Sales,Sales_EastWest,Sales_CentralSouth
2019,201909,Consumer,Second Class,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,65.94,0
2018,201812,Consumer,Same Day,FUR-CH-10003817,"Global Value Steno Chair, Gray",546.66,0,546.66
2018,201812,Consumer,First Class,OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,88.832,0
2017,201709,Consumer,First Class,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,81.92,0
2020,202009,Corporate,Standard Class,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,26.432,0
2017,201708,Home Office,Standard Class,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,47.96,0,47.96
2019,201905,Corporate,Standard Class,OFF-PA-10004327,Xerox 1911,76.64,0,76.64
2020,202010,Consumer,Standard Class,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',8.559,8.559,0
2018,201806,Consumer,Standard Class,OFF-PA-10004451,Xerox 222,32.4,0,32.4
2020,202008,Consumer,First Class,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,95.984,0,95.984
2018,201810,Corporate,Standard Class,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,90,0
2020,202008,Corporate,First Class,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,462.564,0
2017,201704,Home Office,Standard Class,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,1487.04,1487.04,0
2017,201703,Home Office,Second Class,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,471.92,0,471.92
2018,201810,Corporate,Same Day,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,1035.8,0
2019,201911,Consumer,First Class,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,1219.96,1219.96,0
2019,201906,Consumer,Standard Class,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,122.12,0
2020,202006,Corporate,Standard Class,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9,0,53.9
2019,201910,Consumer,Standard Class,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",427.644,427.644,0
2019,201909,Consumer,Standard Class,OFF-BI-10002026,Avery Arch Ring Binders,232.4,232.4,0
2020,202009,Consumer,Second Class,OFF-BI-10001634,Wilson Jones Active Use Binders,4.368,4.368,0
2018,201803,Corporate,Standard Class,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,1487.976,1487.976,0
2017,201710,Corporate,Standard Class,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,19.296,0
2020,202006,Consumer,Same Day,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,122.97,0
2018,201812,Consumer,Second Class,OFF-BI-10002026,Avery Arch Ring Binders,325.36,325.36,0
2020,202007,Consumer,Second Class,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,132.6,0
2017,201701,Consumer,Standard Class,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,3.928,0
2020,202009,Corporate,Second Class,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,143.952,0
2017,201707,Corporate,Standard Class,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,801.568,801.568,0
2019,201908,Consumer,First Class,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,0,156.3728
2019,201910,Corporate,Standard Class,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,0,17.616
2019,201911,Consumer,Standard Class,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",70.824,43.584,27.24
2017,201710,Consumer,Standard Class,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.776,40.776,0
2019,201907,Consumer,First Class,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,43.96,0
2020,202007,Corporate,Same Day,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,2399.96,2399.96,0
2019,201901,Corporate,Second Class,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,45.98,0
2018,201801,Corporate,Standard Class,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,0,39.9
2018,201810,Consumer,Second Class,OFF-PA-10002245,Xerox 1895,23.92,23.92,0
2020,202007,Corporate,Standard Class,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",362.352,362.352,0
2017,201712,Consumer,First Class,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,883.92,0
2019,201903,Corporate,Standard Class,OFF-AR-10002766,Prang Drawing Pencil Set,13.9,0,13.9
2019,201912,Consumer,Standard Class,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,179.97,179.97,0
2017,201703,Corporate,Standard Class,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,1579.746,1579.746,0
2019,201909,Corporate,Standard Class,OFF-ST-10000419,"Rogers Jumbo File, Granite",67.9,0,67.9
2018,201804,Consumer,Standard Class,TEC-AC-10004396,Logitech Keyboard K120,43.56,0,43.56
2018,201812,Consumer,Second Class,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,36.96,0,36.96
2018,201812,Consumer,Standard Class,OFF-SU-10003936,Acme Serrated Blade Letter Opener,6.36,6.36,0
2020,202008,Consumer,Standard Class,OFF-PA-10001970,Xerox 1881,24.56,24.56,0
2018,201812,Consumer,Standard Class,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1039.626,1039.626,0
2020,202008,Consumer,Standard Class,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,11.952,11.952,0
2017,201712,Corporate,Standard Class,OFF-PA-10001033,Xerox 1893,98.376,98.376,0
2018,201809,Home Office,Standard Class,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,0,16.27
2019,201911,Consumer,Same Day,OFF-LA-10002312,Avery 490,11.84,0,11.84
2017,201711,Consumer,Standard Class,FUR-FU-10000175,DAX Wood Document Frame,10.984,0,10.984
2018,201811,Home Office,Standard Class,OFF-AR-10003732,Newell 333,19.46,19.46,0
2018,201806,Home Office,Standard Class,FUR-FU-10004973,Flat Face Poster Frame,75.36,75.36,0
2020,202009,Consumer,First Class,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,16.9,16.9,0
2018,201808,Consumer,Standard Class,OFF-BI-10004632,GBC Binding covers,64.75,0,64.75
2019,201907,Consumer,Second Class,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,20.784,0
2020,202005,Consumer,Standard Class,FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,0,65.424
2020,202003,Corporate,Second Class,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,64.12,0,64.12
2020,202012,Consumer,Second Class,OFF-PA-10000349,Easy-staple paper,14.94,0,14.94
2019,201905,Corporate,Second Class,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,0,47.92
2018,201807,Home Office,Standard Class,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",225.15,0,225.15
2018,201805,Consumer,Standard Class,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,79.44,79.44,0
2020,202012,Consumer,Second Class,FUR-CH-10001270,Harbour Creations Steel Folding Chair,258.75,0,258.75
2019,201905,Consumer,First Class,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,0,2.89
2020,202012,Consumer,Standard Class,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",23.36,23.36,0
2017,201706,Consumer,Standard Class,OFF-PA-10002319,Xerox 1944,62.016,0,62.016
2018,201804,Consumer,Second Class,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,1022.97,1022.97,0
2020,202004,Consumer,Standard Class,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",205.92,205.92,0
2017,201706,Consumer,First Class,TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,196.752,196.752,0
2020,202012,Corporate,Standard Class,OFF-PA-10001970,Xerox 1908,279.9,279.9,0
2020,202004,Consumer,Standard Class,OFF-LA-10001569,Avery 499,14.94,0,14.94
2020,202012,Consumer,First Class,OFF-PA-10003172,Xerox 1996,12.96,12.96,0
2017,201709,Consumer,First Class,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,31.984,0,31.984
2019,201912,Corporate,Standard Class,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,0,1951.84
2018,201811,Consumer,Standard Class,OFF-FA-10003021,Staples,3.008,3.008,0
2017,201706,Consumer,Standard Class,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,353.568,0
2019,201902,Corporate,Standard Class,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,0,132.224
2019,201904,Consumer,Standard Class,FUR-CH-10004886,Bevis Steel Folding Chairs,383.8,383.8,0
2018,201811,Consumer,Standard Class,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",151.96,0,151.96
2019,201912,Consumer,Standard Class,FUR-TA-10004147,Hon 4060 Series Tables,268.704,268.704,0
2017,201712,Corporate,Standard Class,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,0,29.68
2019,201909,Consumer,Standard Class,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,3.204,0,3.204
2017,201703,Home Office,Second Class,OFF-BI-10004224,Catalog Binders with Expanding Posts,107.648,107.648,0
2018,201810,Corporate,Standard Class,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,0,149.95
2018,201812,Consumer,Standard Class,OFF-ST-10000107,Fellowes Super Stor/Drawer,88.8,0,88.8
2020,202009,Consumer,First Class,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,47.984,0
2020,202011,Corporate,Standard Class,OFF-LA-10004484,Avery 476,12.39,0,12.39
2018,201804,Consumer,Standard Class,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.98,0,609.98
2020,202005,Consumer,Standard Class,OFF-PA-10002254,Xerox 1883,84.416,84.416,0
2019,201902,Consumer,Second Class,OFF-PA-10001736,Xerox 1880,70.88,70.88,0
2017,201706,Consumer,Standard Class,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",356.94,0,356.94
2017,201707,Consumer,Second Class,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",53.72,53.72,0
2019,201909,Consumer,Standard Class,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,0,149.95
2020,202003,Consumer,First Class,TEC-PH-10000141,Clearsounds A400,211.168,211.168,0
2017,201703,Home Office,Standard Class,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,1279.968,0
2017,201706,Consumer,Standard Class,TEC-PH-10000369,HTC One Mini,201.584,0,201.584
2018,201804,Consumer,Standard Class,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,0,38.22
2019,201904,Home Office,Standard Class,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,434.646,0
2019,201911,Consumer,First Class,TEC-MA-10003337,Okidata B401 Printer,179.991,179.991,0
2017,201712,Consumer,Standard Class,OFF-BI-10002824,Recycled Easel Ring Binders,17.904,0,17.904
2019,201907,Consumer,Standard Class,OFF-AR-10001216,Newell 339,4.448,0,4.448
2020,202011,Corporate,Standard Class,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,13.904,0
2019,201907,Corporate,Second Class,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,0,24.1
2018,201809,Home Office,Standard Class,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",25.424,0,25.424
2018,201804,Corporate,Standard Class,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,75.84,0
2018,201809,Consumer,Standard Class,OFF-BI-10004040,Wilson Jones Impact Binders,45.584,45.584,0
2018,201809,Consumer,Standard Class,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,199.96,0,199.96
2020,202007,Home Office,First Class,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,145.9,0
2018,201808,Consumer,Standard Class,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,307.666,307.666,0
2019,201910,Consumer,Standard Class,TEC-PH-10002563,Adtran 1202752G1,302.376,302.376,0
2017,201703,Corporate,Standard Class,OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,3.38,0
2020,202009,Corporate,First Class,OFF-PA-10001125,Xerox 1988,74.352,0,74.352
2020,202006,Consumer,Second Class,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",102.96,102.96,0
2020,202003,Corporate,Same Day,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,299.97,0,299.97
2019,201909,Consumer,Standard Class,OFF-BI-10000301,GBC Instant Report Kit,20.704,20.704,0
2018,201811,Corporate,Standard Class,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,25.344,0
2017,201710,Corporate,Second Class,TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,1394.95,0,1394.95
2020,202008,Consumer,Standard Class,OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),26.72,0,26.72
2017,201703,Corporate,Standard Class,OFF-PA-10000327,Xerox 1971,3.424,3.424,0
2017,201704,Consumer,Standard Class,OFF-PA-10000289,Xerox 213,32.4,0,32.4
2020,202003,Consumer,Same Day,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,159.984,159.984,0
2020,202008,Consumer,First Class,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,0,5.952
2020,202005,Corporate,Standard Class,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,98.16,0
2017,201707,Consumer,Standard Class,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,159.98,159.98,0
2018,201802,Corporate,Standard Class,OFF-PA-10002751,Xerox 1920,35.88,35.88,0
2020,202004,Home Office,Standard Class,OFF-PA-10001826,Xerox 207,20.736,0,20.736
2020,202007,Corporate,Standard Class,TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,29.97,0
2020,202011,Corporate,First Class,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,0,718.116
2019,201911,Home Office,Standard Class,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,134.272,134.272,0
2020,202005,Consumer,Standard Class,FUR-FU-10000076,24-Hour Round Wall Clock,39.96,39.96,0
2020,202007,Consumer,Second Class,TEC-PH-10003885,Cisco SPA508G,39.594,39.594,0
2020,202010,Home Office,Second Class,FUR-FU-10001934,Magnifier Swing Arm Lamp,83.92,83.92,0
2019,201908,Home Office,Standard Class,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,0,77.56
2019,201901,Home Office,Standard Class,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,371.97,371.97,0
2018,201812,Consumer,Second Class,OFF-BI-10004492,Tuf-Vin Binders,157.9,0,157.9
2017,201707,Corporate,First Class,OFF-AR-10003481,Newell 348,13.12,13.12,0
2019,201909,Corporate,Standard Class,TEC-PH-10003505,Geemarc AmpliPOWER60,519.68,0,519.68
2020,202011,Home Office,First Class,FUR-TA-10001095,Chromcraft Round Conference Tables,1673.184,1673.184,0
2018,201811,Corporate,Standard Class,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",1106.91,0,1106.91
2019,201912,Corporate,Standard Class,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,1793.98,1793.98,0
2020,202006,Home Office,First Class,OFF-AR-10003158,Fluorescent Highlighters by Dixon,15.92,0,15.92
2020,202001,Consumer,Second Class,OFF-AR-10004078,Newell 312,14.016,14.016,0
2018,201807,Consumer,Second Class,OFF-PA-10000528,Xerox 1981,26.4,0,26.4
2019,201904,Home Office,Standard Class,OFF-PA-10001970,Xerox 1881,29.472,29.472,0
2020,202008,Consumer,Second Class,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,99.87,0
2018,201812,Consumer,First Class,TEC-PH-10001336,Digium D40 VoIP phone,773.94,773.94,0
2018,201811,Home Office,Second Class,OFF-PA-10001019,Xerox 1884,59.94,59.94,0
2018,201809,Corporate,Standard Class,OFF-ST-10003638,Mobile Personal File Cube,70.26,70.26,0
2018,201807,Consumer,Standard Class,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,15.8,15.8,0
2017,201703,Consumer,First Class,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",48.712,48.712,0
2020,202009,Corporate,Second Class,OFF-ST-10001031,Adjustable Personal File Tote,65.12,65.12,0
2018,201812,Consumer,Standard Class,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,1325.85,1325.85,0
2020,202012,Consumer,Second Class,OFF-BI-10003460,Acco 3-Hole Punch,17.52,17.52,0
2018,201805,Consumer,Standard Class,TEC-PH-10000441,VTech DS6151,579.554,201.584,377.97
2017,201712,Home Office,Standard Class,FUR-BO-10000362,Sauder Inglewood Library Bookcases,341.96,341.96,0
2019,201907,Corporate,Second Class,TEC-PH-10004345,Cisco SPA 502G IP Phone,863.64,0,863.64
2019,201911,Corporate,Standard Class,OFF-BI-10003166,GBC Plasticlear Binding Covers,6.888,6.888,0
2020,202009,Consumer,Standard Class,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,38.52,0
2019,201912,Corporate,Standard Class,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,6.096,0
2019,201904,Consumer,Second Class,OFF-SU-10003567,Stiletto Hand Letter Openers,28.8,28.8,0
2017,201708,Corporate,Standard Class,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,62.92,0,62.92
2017,201709,Consumer,First Class,OFF-AR-10002445,SANFORD Major Accent Highlighters,21.24,21.24,0
2020,202001,Corporate,Standard Class,OFF-EN-10002621,Staple envelope,9.78,9.78,0
2020,202011,Consumer,First Class,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,0,1525.188
2020,202004,Consumer,Standard Class,OFF-AR-10001683,Lumber Crayons,15.76,0,15.76
2020,202010,Home Office,Standard Class,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,0,791.88
2020,202002,Consumer,Standard Class,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",7.692,0,7.692
2018,201812,Corporate,Second Class,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,7.04,0,7.04
2019,201909,Home Office,First Class,OFF-AR-10000255,Newell 328,40.88,0,40.88
2017,201707,Home Office,Standard Class,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,0,512.358
2019,201904,Home Office,Second Class,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,258.696,0,258.696
2017,201706,Consumer,Same Day,OFF-PA-10001144,Xerox 1913,310.688,0,310.688
2019,201909,Corporate,Standard Class,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,329.584,0,329.584
2019,201909,Consumer,Standard Class,OFF-PA-10001357,Xerox 1886,239.5,0,239.5
2018,201812,Consumer,First Class,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,23,0,23
2020,202012,Consumer,Standard Class,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",124.36,124.36,0
2019,201909,Corporate,Standard Class,OFF-LA-10001569,Avery 499,15.936,0,15.936
2018,201810,Consumer,First Class,OFF-BI-10004828,GBC Poly Designer Binding Covers,53.568,53.568,0
2020,202010,Home Office,First Class,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,63.824,63.824,0
2020,202006,Consumer,First Class,TEC-PH-10001619,LG G3,470.376,0,470.376
2019,201909,Consumer,Second Class,OFF-BI-10003350,Acco Expandable Hanging Binders,12.76,12.76,0
2018,201804,Home Office,Standard Class,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,43.56,43.56,0
2019,201905,Corporate,Standard Class,TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,2396.4,2396.4,0
2020,202010,Consumer,Standard Class,OFF-BI-10003364,Binding Machine Supplies,145.85,0,145.85
2018,201810,Corporate,Second Class,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,427.42,0
2020,202007,Corporate,Second Class,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,57.9,0
2017,201703,Consumer,Second Class,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,604.752,604.752,0
2020,202011,Consumer,Standard Class,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,2404.704,2404.704,0
2019,201908,Home Office,Standard Class,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,27.93,27.93,0
2020,202012,Corporate,First Class,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,0,27.24
2020,202009,Consumer,Standard Class,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",9.4,9.4,0
2018,201804,Home Office,Second Class,OFF-PA-10001526,Xerox 1949,7.968,7.968,0
2020,202011,Home Office,Second Class,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,452.55,452.55,0
2017,201711,Consumer,Same Day,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,17.088,17.088,0
2020,202012,Consumer,Standard Class,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,113.568,113.568,0
2019,201912,Home Office,Same Day,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,31.96,31.96,0
2017,201710,Home Office,First Class,OFF-EN-10003160,Pastel Pink Envelopes,36.4,0,36.4
2017,201711,Consumer,Standard Class,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,50.997,50.997,0
2017,201710,Home Office,Standard Class,OFF-PA-10000788,Xerox 210,10.368,0,10.368
2020,202008,Consumer,Standard Class,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,63.96,0,63.96
2020,202006,Home Office,Standard Class,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",191.646,191.646,0
2017,201711,Corporate,First Class,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,68.704,0
2020,202008,Consumer,Standard Class,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,8.376,8.376,0
2020,202012,Consumer,Standard Class,FUR-CH-10004860,Global Low Back Tilter Chair,302.94,302.94,0
2020,202006,Home Office,Standard Class,OFF-ST-10004835,Plastic Stacking Crates & Casters,8.928,8.928,0
2019,201912,Home Office,Same Day,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,1112.94,0
2018,201802,Corporate,Standard Class,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,493.92,0
2020,202009,Consumer,Standard Class,OFF-PA-10004255,Xerox 219,12.96,0,12.96
2018,201806,Corporate,Standard Class,OFF-PA-10001870,Xerox 202,6.48,0,6.48
2020,202011,Consumer,Second Class,OFF-BI-10002949,Prestige Round Ring Binders,3.648,3.648,0
2019,201905,Corporate,Standard Class,OFF-PA-10004983,Xerox 23,31.104,0,31.104
2018,201809,Corporate,Same Day,FUR-FU-10002268,Ultra Door Push Plate,15.712,0,15.712
2018,201812,Corporate,Standard Class,OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,590.352,590.352,0
2019,201905,Corporate,Second Class,OFF-PA-10001790,Xerox 1910,144.12,0,144.12
2019,201907,Consumer,Standard Class,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",27.396,0,27.396
2020,202007,Home Office,Second Class,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,32.896,0
2018,201811,Corporate,Standard Class,TEC-CO-10002313,Canon PC1080F Personal Copier,599.99,0,599.99
2018,201804,Consumer,Standard Class,FUR-TA-10003954,Hon 94000 Series Round Tables,710.832,710.832,0
2017,201701,Home Office,Standard Class,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2573.82,0,2573.82
2019,201911,Corporate,Second Class,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,0,1263.3
2018,201812,Consumer,First Class,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,1799.994,1799.994,0
2019,201911,Consumer,Standard Class,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,449.372,0
2019,201911,Home Office,Standard Class,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,0,671.544
2020,202011,Home Office,Standard Class,FUR-CH-10004287,SAFCO Arco Folding Chair,828.6,0,828.6
2020,202010,Corporate,Standard Class,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,665.408,665.408,0
2017,201701,Home Office,Standard Class,OFF-LA-10003223,Avery 508,11.784,0,11.784
2018,201806,Corporate,Standard Class,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,75,0,75
2019,201911,Corporate,Second Class,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,0,1319.96
2020,202009,Home Office,Second Class,OFF-SU-10001574,Acme Value Line Scissors,7.3,7.3,0
2020,202012,Corporate,Standard Class,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,44.75,0,44.75
2019,201912,Consumer,Second Class,FUR-TA-10001095,Chromcraft Round Conference Tables,366.009,366.009,0
2019,201912,Corporate,Second Class,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,114.95,0,114.95
2019,201909,Consumer,Standard Class,FUR-FU-10001889,Ultra Door Pull Handle,94.68,94.68,0
2020,202001,Consumer,First Class,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,1924.16,0
2019,201908,Home Office,Standard Class,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.788,0,1.788
2018,201806,Home Office,Standard Class,OFF-BI-10002867,GBC Recycled Regency Composition Covers,119.56,0,119.56
